language,encoder,definition_gen_model,metric,space,spearman,timestamp,other
chinese,xlmr,gemini25pro,amd_sym,random_num64,0.155,2026-01-29 14:47:23,
chinese,xlmr,gemini25pro,amd_opt_sym,random_num64,0.211,2026-01-29 14:47:23,
chinese,xlmr,gemini25pro,prt,pca_num64,0.181,2026-01-29 14:47:23,
chinese,xlmr,gemini25pro,apd,pca_num64,0.221,2026-01-29 14:47:23,
chinese,xlmr,gemini25pro,amd,pca_num64,0.431,2026-01-29 14:47:23,
chinese,xlmr,gemini25pro,amd_sym,pca_num64,0.378,2026-01-29 14:47:23,
chinese,xlmr,gemini25pro,amd_opt_sym,pca_num64,0.327,2026-01-29 14:47:23,
chinese,rembert,gemini25pro,prt,random_num64,0.456,2026-01-29 14:47:24,
chinese,rembert,gemini25pro,apd,random_num64,0.361,2026-01-29 14:47:24,
chinese,rembert,gemini25pro,amd,random_num64,0.258,2026-01-29 14:47:24,
chinese,rembert,gemini25pro,amd_sym,random_num64,0.31,2026-01-29 14:47:24,
chinese,rembert,gemini25pro,amd_opt_sym,random_num64,0.25,2026-01-29 14:47:24,
chinese,rembert,gemini25pro,prt,pca_num64,-0.004,2026-01-29 14:47:24,
chinese,rembert,gemini25pro,apd,pca_num64,0.215,2026-01-29 14:47:24,
chinese,rembert,gemini25pro,amd,pca_num64,0.335,2026-01-29 14:47:24,
chinese,rembert,gemini25pro,amd_sym,pca_num64,0.264,2026-01-29 14:47:24,
chinese,rembert,gemini25pro,amd_opt_sym,pca_num64,0.266,2026-01-29 14:47:24,
chinese,multilingual-e5,gemini25pro,prt,random_num64,0.064,2026-01-29 14:47:25,
chinese,multilingual-e5,gemini25pro,apd,random_num64,-0.046,2026-01-29 14:47:25,
chinese,multilingual-e5,gemini25pro,amd,random_num64,0.191,2026-01-29 14:47:25,
chinese,multilingual-e5,gemini25pro,amd_sym,random_num64,0.184,2026-01-29 14:47:25,
chinese,multilingual-e5,gemini25pro,amd_opt_sym,random_num64,0.21,2026-01-29 14:47:25,
chinese,multilingual-e5,gemini25pro,prt,pca_num64,-0.025,2026-01-29 14:47:25,
chinese,multilingual-e5,gemini25pro,apd,pca_num64,0.192,2026-01-29 14:47:25,
chinese,multilingual-e5,gemini25pro,amd,pca_num64,0.212,2026-01-29 14:47:25,
chinese,multilingual-e5,gemini25pro,amd_sym,pca_num64,0.292,2026-01-29 14:47:25,
chinese,multilingual-e5,gemini25pro,amd_opt_sym,pca_num64,0.29,2026-01-29 14:47:25,
chinese,mmbert,gemini25pro,prt,random_num64,-0.009,2026-01-29 14:47:26,
chinese,mmbert,gemini25pro,apd,random_num64,-0.175,2026-01-29 14:47:26,
chinese,mmbert,gemini25pro,amd,random_num64,0.541,2026-01-29 14:47:26,
chinese,mmbert,gemini25pro,amd_sym,random_num64,0.542,2026-01-29 14:47:26,
chinese,mmbert,gemini25pro,amd_opt_sym,random_num64,0.548,2026-01-29 14:47:26,
chinese,mmbert,gemini25pro,prt,pca_num64,-0.169,2026-01-29 14:47:26,
chinese,mmbert,gemini25pro,apd,pca_num64,0.288,2026-01-29 14:47:26,
chinese,mmbert,gemini25pro,amd,pca_num64,0.455,2026-01-29 14:47:26,
chinese,mmbert,gemini25pro,amd_sym,pca_num64,0.294,2026-01-29 14:47:26,
chinese,mmbert,gemini25pro,amd_opt_sym,pca_num64,0.342,2026-01-29 14:47:26,
chinese,en,gemini25pro,prt,random_num64,0.706,2026-01-29 14:47:26,
chinese,en,gemini25pro,apd,random_num64,0.754,2026-01-29 14:47:26,
chinese,en,gemini25pro,amd,random_num64,0.606,2026-01-29 14:47:26,
chinese,en,gemini25pro,amd_sym,random_num64,0.685,2026-01-29 14:47:26,
chinese,en,gemini25pro,amd_opt_sym,random_num64,0.67,2026-01-29 14:47:26,
chinese,en,gemini25pro,prt,pca_num64,0.159,2026-01-29 14:47:26,
chinese,en,gemini25pro,apd,pca_num64,0.316,2026-01-29 14:47:26,
chinese,en,gemini25pro,amd,pca_num64,0.644,2026-01-29 14:47:26,
chinese,en,gemini25pro,amd_sym,pca_num64,0.703,2026-01-29 14:47:26,
chinese,en,gemini25pro,amd_opt_sym,pca_num64,0.713,2026-01-29 14:47:26,
chinese,chinese_RoBERTa_WWM,gemini25pro,prt,random_num64,0.163,2026-01-29 14:47:27,
chinese,chinese_RoBERTa_WWM,gemini25pro,apd,random_num64,0.203,2026-01-29 14:47:27,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd,random_num64,0.549,2026-01-29 14:47:27,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd_sym,random_num64,0.539,2026-01-29 14:47:27,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd_opt_sym,random_num64,0.538,2026-01-29 14:47:27,
chinese,chinese_RoBERTa_WWM,gemini25pro,prt,pca_num64,0.079,2026-01-29 14:47:27,
chinese,chinese_RoBERTa_WWM,gemini25pro,apd,pca_num64,0.266,2026-01-29 14:47:27,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd,pca_num64,0.606,2026-01-29 14:47:27,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd_sym,pca_num64,0.539,2026-01-29 14:47:27,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd_opt_sym,pca_num64,0.545,2026-01-29 14:47:27,
norwegian_1,xll,gemini25pro,prt,random_num64,0.775,2026-01-29 14:47:28,
norwegian_1,xll,gemini25pro,apd,random_num64,0.681,2026-01-29 14:47:28,
norwegian_1,xll,gemini25pro,amd,random_num64,0.721,2026-01-29 14:47:28,
norwegian_1,xll,gemini25pro,amd_sym,random_num64,0.697,2026-01-29 14:47:28,
norwegian_1,xll,gemini25pro,amd_opt_sym,random_num64,0.724,2026-01-29 14:47:28,
norwegian_1,xll,gemini25pro,prt,pca_num64,-0.076,2026-01-29 14:47:28,
norwegian_1,xll,gemini25pro,apd,pca_num64,0.556,2026-01-29 14:47:28,
norwegian_1,xll,gemini25pro,amd,pca_num64,0.698,2026-01-29 14:47:28,
norwegian_1,xll,gemini25pro,amd_sym,pca_num64,0.704,2026-01-29 14:47:28,
norwegian_1,xll,gemini25pro,amd_opt_sym,pca_num64,0.721,2026-01-29 14:47:28,
norwegian_1,xlmr,gemini25pro,prt,random_num64,0.323,2026-01-29 14:47:28,
norwegian_1,xlmr,gemini25pro,apd,random_num64,0.229,2026-01-29 14:47:28,
norwegian_1,xlmr,gemini25pro,amd,random_num64,0.452,2026-01-29 14:47:28,
norwegian_1,xlmr,gemini25pro,amd_sym,random_num64,0.27,2026-01-29 14:47:28,
norwegian_1,xlmr,gemini25pro,amd_opt_sym,random_num64,0.249,2026-01-29 14:47:28,
norwegian_1,xlmr,gemini25pro,prt,pca_num64,0.305,2026-01-29 14:47:28,
norwegian_1,xlmr,gemini25pro,apd,pca_num64,0.479,2026-01-29 14:47:28,
norwegian_1,xlmr,gemini25pro,amd,pca_num64,0.662,2026-01-29 14:47:28,
norwegian_1,xlmr,gemini25pro,amd_sym,pca_num64,0.576,2026-01-29 14:47:28,
norwegian_1,xlmr,gemini25pro,amd_opt_sym,pca_num64,0.598,2026-01-29 14:47:28,
norwegian_1,rembert,gemini25pro,prt,random_num64,0.25,2026-01-29 14:47:29,
norwegian_1,rembert,gemini25pro,apd,random_num64,0.026,2026-01-29 14:47:29,
norwegian_1,rembert,gemini25pro,amd,random_num64,0.438,2026-01-29 14:47:29,
norwegian_1,rembert,gemini25pro,amd_sym,random_num64,0.511,2026-01-29 14:47:29,
norwegian_1,rembert,gemini25pro,amd_opt_sym,random_num64,0.538,2026-01-29 14:47:29,
norwegian_1,rembert,gemini25pro,prt,pca_num64,-0.178,2026-01-29 14:47:29,
norwegian_1,rembert,gemini25pro,apd,pca_num64,0.472,2026-01-29 14:47:29,
norwegian_1,rembert,gemini25pro,amd,pca_num64,0.526,2026-01-29 14:47:29,
norwegian_1,rembert,gemini25pro,amd_sym,pca_num64,0.632,2026-01-29 14:47:29,
norwegian_1,rembert,gemini25pro,amd_opt_sym,pca_num64,0.612,2026-01-29 14:47:29,
norwegian_1,multilingual-e5,gemini25pro,prt,random_num64,0.35,2026-01-29 14:47:29,
norwegian_1,multilingual-e5,gemini25pro,apd,random_num64,0.235,2026-01-29 14:47:29,
norwegian_1,multilingual-e5,gemini25pro,amd,random_num64,0.396,2026-01-29 14:47:29,
norwegian_1,multilingual-e5,gemini25pro,amd_sym,random_num64,0.358,2026-01-29 14:47:29,
norwegian_1,multilingual-e5,gemini25pro,amd_opt_sym,random_num64,0.455,2026-01-29 14:47:29,
norwegian_1,multilingual-e5,gemini25pro,prt,pca_num64,-0.125,2026-01-29 14:47:29,
norwegian_1,multilingual-e5,gemini25pro,apd,pca_num64,0.416,2026-01-29 14:47:29,
norwegian_1,multilingual-e5,gemini25pro,amd,pca_num64,0.456,2026-01-29 14:47:29,
norwegian_1,multilingual-e5,gemini25pro,amd_sym,pca_num64,0.548,2026-01-29 14:47:29,
norwegian_1,multilingual-e5,gemini25pro,amd_opt_sym,pca_num64,0.557,2026-01-29 14:47:29,
norwegian_1,mmbert,gemini25pro,prt,random_num64,0.203,2026-01-29 14:47:30,
norwegian_1,mmbert,gemini25pro,apd,random_num64,0.045,2026-01-29 14:47:30,
norwegian_1,mmbert,gemini25pro,amd,random_num64,0.564,2026-01-29 14:47:30,
norwegian_1,mmbert,gemini25pro,amd_sym,random_num64,0.592,2026-01-29 14:47:30,
norwegian_1,mmbert,gemini25pro,amd_opt_sym,random_num64,0.613,2026-01-29 14:47:30,
norwegian_1,mmbert,gemini25pro,prt,pca_num64,0.152,2026-01-29 14:47:30,
norwegian_1,mmbert,gemini25pro,apd,pca_num64,0.437,2026-01-29 14:47:30,
norwegian_1,mmbert,gemini25pro,amd,pca_num64,0.606,2026-01-29 14:47:30,
norwegian_1,mmbert,gemini25pro,amd_sym,pca_num64,0.648,2026-01-29 14:47:30,
norwegian_1,mmbert,gemini25pro,amd_opt_sym,pca_num64,0.662,2026-01-29 14:47:30,
norwegian_1,en,gemini25pro,prt,random_num64,0.678,2026-01-29 14:47:30,
norwegian_1,en,gemini25pro,apd,random_num64,0.584,2026-01-29 14:47:30,
norwegian_1,en,gemini25pro,amd,random_num64,0.775,2026-01-29 14:47:30,
norwegian_1,en,gemini25pro,amd_sym,random_num64,0.81,2026-01-29 14:47:30,
norwegian_1,en,gemini25pro,amd_opt_sym,random_num64,0.815,2026-01-29 14:47:30,
norwegian_1,en,gemini25pro,prt,pca_num64,-0.24,2026-01-29 14:47:30,
norwegian_1,en,gemini25pro,apd,pca_num64,0.553,2026-01-29 14:47:30,
norwegian_1,en,gemini25pro,amd,pca_num64,0.805,2026-01-29 14:47:30,
norwegian_1,en,gemini25pro,amd_sym,pca_num64,0.833,2026-01-29 14:47:30,
norwegian_1,en,gemini25pro,amd_opt_sym,pca_num64,0.824,2026-01-29 14:47:30,
norwegian_1,norwegian_NB-BERT,gemini25pro,prt,random_num64,0.321,2026-01-29 14:47:31,
norwegian_1,norwegian_NB-BERT,gemini25pro,apd,random_num64,0.284,2026-01-29 14:47:31,
norwegian_1,norwegian_NB-BERT,gemini25pro,amd,random_num64,0.385,2026-01-29 14:47:31,
norwegian_1,norwegian_NB-BERT,gemini25pro,amd_sym,random_num64,0.343,2026-01-29 14:47:31,
norwegian_1,norwegian_NB-BERT,gemini25pro,amd_opt_sym,random_num64,0.356,2026-01-29 14:47:31,
norwegian_1,norwegian_NB-BERT,gemini25pro,prt,pca_num64,0.113,2026-01-29 14:47:31,
norwegian_1,norwegian_NB-BERT,gemini25pro,apd,pca_num64,0.341,2026-01-29 14:47:31,
norwegian_1,norwegian_NB-BERT,gemini25pro,amd,pca_num64,0.545,2026-01-29 14:47:31,
norwegian_1,norwegian_NB-BERT,gemini25pro,amd_sym,pca_num64,0.628,2026-01-29 14:47:31,
norwegian_1,norwegian_NB-BERT,gemini25pro,amd_opt_sym,pca_num64,0.633,2026-01-29 14:47:31,
norwegian_2,xll,gemini25pro,prt,random_num64,0.5,2026-01-29 14:47:31,
norwegian_2,xll,gemini25pro,apd,random_num64,0.592,2026-01-29 14:47:31,
norwegian_2,xll,gemini25pro,amd,random_num64,0.602,2026-01-29 14:47:31,
norwegian_2,xll,gemini25pro,amd_sym,random_num64,0.608,2026-01-29 14:47:31,
norwegian_2,xll,gemini25pro,amd_opt_sym,random_num64,0.595,2026-01-29 14:47:31,
norwegian_2,xll,gemini25pro,prt,pca_num64,0.119,2026-01-29 14:47:31,
norwegian_2,xll,gemini25pro,apd,pca_num64,0.292,2026-01-29 14:47:31,
norwegian_2,xll,gemini25pro,amd,pca_num64,0.575,2026-01-29 14:47:31,
norwegian_2,xll,gemini25pro,amd_sym,pca_num64,0.579,2026-01-29 14:47:31,
norwegian_2,xll,gemini25pro,amd_opt_sym,pca_num64,0.596,2026-01-29 14:47:31,
norwegian_2,xlmr,gemini25pro,prt,random_num64,0.241,2026-01-29 14:47:32,
norwegian_2,xlmr,gemini25pro,apd,random_num64,0.305,2026-01-29 14:47:32,
norwegian_2,xlmr,gemini25pro,amd,random_num64,0.271,2026-01-29 14:47:32,
norwegian_2,xlmr,gemini25pro,amd_sym,random_num64,0.207,2026-01-29 14:47:32,
norwegian_2,xlmr,gemini25pro,amd_opt_sym,random_num64,0.222,2026-01-29 14:47:32,
norwegian_2,xlmr,gemini25pro,prt,pca_num64,0.017,2026-01-29 14:47:32,
norwegian_2,xlmr,gemini25pro,apd,pca_num64,0.093,2026-01-29 14:47:32,
norwegian_2,xlmr,gemini25pro,amd,pca_num64,0.355,2026-01-29 14:47:32,
norwegian_2,xlmr,gemini25pro,amd_sym,pca_num64,0.312,2026-01-29 14:47:32,
norwegian_2,xlmr,gemini25pro,amd_opt_sym,pca_num64,0.306,2026-01-29 14:47:32,
norwegian_2,rembert,gemini25pro,prt,random_num64,0.305,2026-01-29 14:47:33,
norwegian_2,rembert,gemini25pro,apd,random_num64,0.282,2026-01-29 14:47:33,
norwegian_2,rembert,gemini25pro,amd,random_num64,0.353,2026-01-29 14:47:33,
norwegian_2,rembert,gemini25pro,amd_sym,random_num64,0.331,2026-01-29 14:47:33,
norwegian_2,rembert,gemini25pro,amd_opt_sym,random_num64,0.317,2026-01-29 14:47:33,
norwegian_2,rembert,gemini25pro,prt,pca_num64,-0.059,2026-01-29 14:47:33,
norwegian_2,rembert,gemini25pro,apd,pca_num64,0.286,2026-01-29 14:47:33,
norwegian_2,rembert,gemini25pro,amd,pca_num64,0.385,2026-01-29 14:47:33,
norwegian_2,rembert,gemini25pro,amd_sym,pca_num64,0.376,2026-01-29 14:47:33,
norwegian_2,rembert,gemini25pro,amd_opt_sym,pca_num64,0.412,2026-01-29 14:47:33,
norwegian_2,multilingual-e5,gemini25pro,prt,random_num64,0.131,2026-01-29 14:47:33,
norwegian_2,multilingual-e5,gemini25pro,apd,random_num64,0.226,2026-01-29 14:47:33,
norwegian_2,multilingual-e5,gemini25pro,amd,random_num64,0.135,2026-01-29 14:47:33,
norwegian_2,multilingual-e5,gemini25pro,amd_sym,random_num64,0.097,2026-01-29 14:47:33,
norwegian_2,multilingual-e5,gemini25pro,amd_opt_sym,random_num64,0.096,2026-01-29 14:47:33,
norwegian_2,multilingual-e5,gemini25pro,prt,pca_num64,-0.106,2026-01-29 14:47:33,
norwegian_2,multilingual-e5,gemini25pro,apd,pca_num64,0.174,2026-01-29 14:47:33,
norwegian_2,multilingual-e5,gemini25pro,amd,pca_num64,0.105,2026-01-29 14:47:33,
norwegian_2,multilingual-e5,gemini25pro,amd_sym,pca_num64,0.202,2026-01-29 14:47:33,
norwegian_2,multilingual-e5,gemini25pro,amd_opt_sym,pca_num64,0.199,2026-01-29 14:47:33,
norwegian_2,mmbert,gemini25pro,prt,random_num64,0.124,2026-01-29 14:47:34,
norwegian_2,mmbert,gemini25pro,apd,random_num64,0.231,2026-01-29 14:47:34,
norwegian_2,mmbert,gemini25pro,amd,random_num64,0.292,2026-01-29 14:47:34,
norwegian_2,mmbert,gemini25pro,amd_sym,random_num64,0.186,2026-01-29 14:47:34,
norwegian_2,mmbert,gemini25pro,amd_opt_sym,random_num64,0.244,2026-01-29 14:47:34,
norwegian_2,mmbert,gemini25pro,prt,pca_num64,0.198,2026-01-29 14:47:34,
norwegian_2,mmbert,gemini25pro,apd,pca_num64,0.151,2026-01-29 14:47:34,
norwegian_2,mmbert,gemini25pro,amd,pca_num64,0.368,2026-01-29 14:47:34,
norwegian_2,mmbert,gemini25pro,amd_sym,pca_num64,0.351,2026-01-29 14:47:34,
norwegian_2,mmbert,gemini25pro,amd_opt_sym,pca_num64,0.404,2026-01-29 14:47:34,
norwegian_2,en,gemini25pro,prt,random_num64,0.657,2026-01-29 14:47:35,
norwegian_2,en,gemini25pro,apd,random_num64,0.638,2026-01-29 14:47:35,
norwegian_2,en,gemini25pro,amd,random_num64,0.61,2026-01-29 14:47:35,
norwegian_2,en,gemini25pro,amd_sym,random_num64,0.654,2026-01-29 14:47:35,
norwegian_2,en,gemini25pro,amd_opt_sym,random_num64,0.655,2026-01-29 14:47:35,
norwegian_2,en,gemini25pro,prt,pca_num64,0.079,2026-01-29 14:47:35,
norwegian_2,en,gemini25pro,apd,pca_num64,0.323,2026-01-29 14:47:35,
norwegian_2,en,gemini25pro,amd,pca_num64,0.627,2026-01-29 14:47:35,
norwegian_2,en,gemini25pro,amd_sym,pca_num64,0.661,2026-01-29 14:47:35,
norwegian_2,en,gemini25pro,amd_opt_sym,pca_num64,0.663,2026-01-29 14:47:35,
norwegian_2,norwegian_NB-BERT,gemini25pro,prt,random_num64,0.122,2026-01-29 14:47:35,
norwegian_2,norwegian_NB-BERT,gemini25pro,apd,random_num64,0.157,2026-01-29 14:47:35,
norwegian_2,norwegian_NB-BERT,gemini25pro,amd,random_num64,0.179,2026-01-29 14:47:35,
norwegian_2,norwegian_NB-BERT,gemini25pro,amd_sym,random_num64,0.168,2026-01-29 14:47:35,
norwegian_2,norwegian_NB-BERT,gemini25pro,amd_opt_sym,random_num64,0.185,2026-01-29 14:47:35,
norwegian_2,norwegian_NB-BERT,gemini25pro,prt,pca_num64,-0.049,2026-01-29 14:47:35,
norwegian_2,norwegian_NB-BERT,gemini25pro,apd,pca_num64,0.138,2026-01-29 14:47:35,
norwegian_2,norwegian_NB-BERT,gemini25pro,amd,pca_num64,0.215,2026-01-29 14:47:35,
norwegian_2,norwegian_NB-BERT,gemini25pro,amd_sym,pca_num64,0.366,2026-01-29 14:47:35,
norwegian_2,norwegian_NB-BERT,gemini25pro,amd_opt_sym,pca_num64,0.333,2026-01-29 14:47:35,
english,xll,gemini25pro,prt,random_num32,0.501,2026-01-29 14:47:41,
english,xll,gemini25pro,apd,random_num32,0.721,2026-01-29 14:47:41,
english,xll,gemini25pro,amd,random_num32,0.639,2026-01-29 14:47:41,
english,xll,gemini25pro,amd_sym,random_num32,0.673,2026-01-29 14:47:41,
english,xll,gemini25pro,amd_opt_sym,random_num32,0.692,2026-01-29 14:47:41,
english,xll,gemini25pro,prt,pca_num32,0.109,2026-01-29 14:47:41,
english,xll,gemini25pro,apd,pca_num32,0.219,2026-01-29 14:47:41,
english,xll,gemini25pro,amd,pca_num32,0.626,2026-01-29 14:47:41,
english,xll,gemini25pro,amd_sym,pca_num32,0.679,2026-01-29 14:47:41,
english,xll,gemini25pro,amd_opt_sym,pca_num32,0.686,2026-01-29 14:47:41,
english,xlmr,gemini25pro,prt,random_num32,0.267,2026-01-29 14:47:46,
english,xlmr,gemini25pro,apd,random_num32,0.248,2026-01-29 14:47:46,
english,xlmr,gemini25pro,amd,random_num32,0.209,2026-01-29 14:47:46,
english,xlmr,gemini25pro,amd_sym,random_num32,0.177,2026-01-29 14:47:46,
english,xlmr,gemini25pro,amd_opt_sym,random_num32,0.203,2026-01-29 14:47:46,
english,xlmr,gemini25pro,prt,pca_num32,-0.035,2026-01-29 14:47:46,
english,xlmr,gemini25pro,apd,pca_num32,0.233,2026-01-29 14:47:46,
english,xlmr,gemini25pro,amd,pca_num32,0.321,2026-01-29 14:47:46,
english,xlmr,gemini25pro,amd_sym,pca_num32,0.384,2026-01-29 14:47:46,
english,xlmr,gemini25pro,amd_opt_sym,pca_num32,0.39,2026-01-29 14:47:46,
english,rembert,gemini25pro,prt,random_num32,0.247,2026-01-29 14:47:52,
english,rembert,gemini25pro,apd,random_num32,0.212,2026-01-29 14:47:52,
english,rembert,gemini25pro,amd,random_num32,0.341,2026-01-29 14:47:52,
english,rembert,gemini25pro,amd_sym,random_num32,0.239,2026-01-29 14:47:52,
english,rembert,gemini25pro,amd_opt_sym,random_num32,0.259,2026-01-29 14:47:52,
english,rembert,gemini25pro,prt,pca_num32,-0.151,2026-01-29 14:47:52,
english,rembert,gemini25pro,apd,pca_num32,0.181,2026-01-29 14:47:52,
english,rembert,gemini25pro,amd,pca_num32,0.236,2026-01-29 14:47:52,
english,rembert,gemini25pro,amd_sym,pca_num32,0.293,2026-01-29 14:47:52,
english,rembert,gemini25pro,amd_opt_sym,pca_num32,0.276,2026-01-29 14:47:52,
english,multilingual-e5,gemini25pro,prt,random_num32,0.203,2026-01-29 14:47:57,
english,multilingual-e5,gemini25pro,apd,random_num32,-0.204,2026-01-29 14:47:57,
english,multilingual-e5,gemini25pro,amd,random_num32,0.338,2026-01-29 14:47:57,
english,multilingual-e5,gemini25pro,amd_sym,random_num32,0.346,2026-01-29 14:47:57,
english,multilingual-e5,gemini25pro,amd_opt_sym,random_num32,0.371,2026-01-29 14:47:57,
english,multilingual-e5,gemini25pro,prt,pca_num32,0.298,2026-01-29 14:47:57,
english,multilingual-e5,gemini25pro,apd,pca_num32,0.215,2026-01-29 14:47:57,
english,multilingual-e5,gemini25pro,amd,pca_num32,0.242,2026-01-29 14:47:57,
english,multilingual-e5,gemini25pro,amd_sym,pca_num32,0.308,2026-01-29 14:47:57,
english,multilingual-e5,gemini25pro,amd_opt_sym,pca_num32,0.31,2026-01-29 14:47:57,
english,mmbert,gemini25pro,prt,random_num32,0.039,2026-01-29 14:48:03,
english,mmbert,gemini25pro,apd,random_num32,-0.083,2026-01-29 14:48:03,
english,mmbert,gemini25pro,amd,random_num32,0.246,2026-01-29 14:48:03,
english,mmbert,gemini25pro,amd_sym,random_num32,0.176,2026-01-29 14:48:03,
english,mmbert,gemini25pro,amd_opt_sym,random_num32,0.211,2026-01-29 14:48:03,
english,mmbert,gemini25pro,prt,pca_num32,-0.009,2026-01-29 14:48:03,
english,mmbert,gemini25pro,apd,pca_num32,0.067,2026-01-29 14:48:03,
english,mmbert,gemini25pro,amd,pca_num32,0.281,2026-01-29 14:48:03,
english,mmbert,gemini25pro,amd_sym,pca_num32,0.294,2026-01-29 14:48:03,
english,mmbert,gemini25pro,amd_opt_sym,pca_num32,0.31,2026-01-29 14:48:03,
english,en,gemini25pro,prt,random_num32,0.468,2026-01-29 14:48:09,
english,en,gemini25pro,apd,random_num32,0.664,2026-01-29 14:48:09,
english,en,gemini25pro,amd,random_num32,0.731,2026-01-29 14:48:09,
english,en,gemini25pro,amd_sym,random_num32,0.72,2026-01-29 14:48:09,
english,en,gemini25pro,amd_opt_sym,random_num32,0.724,2026-01-29 14:48:09,
english,en,gemini25pro,prt,pca_num32,0.026,2026-01-29 14:48:09,
english,en,gemini25pro,apd,pca_num32,0.232,2026-01-29 14:48:09,
english,en,gemini25pro,amd,pca_num32,0.662,2026-01-29 14:48:09,
english,en,gemini25pro,amd_sym,pca_num32,0.699,2026-01-29 14:48:09,
english,en,gemini25pro,amd_opt_sym,pca_num32,0.708,2026-01-29 14:48:09,
english,roberta,gemini25pro,prt,random_num32,-0.127,2026-01-29 14:48:15,
english,roberta,gemini25pro,apd,random_num32,-0.191,2026-01-29 14:48:15,
english,roberta,gemini25pro,amd,random_num32,0.317,2026-01-29 14:48:15,
english,roberta,gemini25pro,amd_sym,random_num32,0.331,2026-01-29 14:48:15,
english,roberta,gemini25pro,amd_opt_sym,random_num32,0.325,2026-01-29 14:48:15,
english,roberta,gemini25pro,prt,pca_num32,-0.061,2026-01-29 14:48:15,
english,roberta,gemini25pro,apd,pca_num32,0.095,2026-01-29 14:48:15,
english,roberta,gemini25pro,amd,pca_num32,0.222,2026-01-29 14:48:15,
english,roberta,gemini25pro,amd_sym,pca_num32,0.255,2026-01-29 14:48:15,
english,roberta,gemini25pro,amd_opt_sym,pca_num32,0.286,2026-01-29 14:48:15,
german,xll,gemini25pro,prt,random_num32,0.819,2026-01-29 14:48:20,
german,xll,gemini25pro,apd,random_num32,0.764,2026-01-29 14:48:20,
german,xll,gemini25pro,amd,random_num32,0.821,2026-01-29 14:48:20,
german,xll,gemini25pro,amd_sym,random_num32,0.887,2026-01-29 14:48:20,
german,xll,gemini25pro,amd_opt_sym,random_num32,0.895,2026-01-29 14:48:20,
german,xll,gemini25pro,prt,pca_num32,0.068,2026-01-29 14:48:20,
german,xll,gemini25pro,apd,pca_num32,0.699,2026-01-29 14:48:20,
german,xll,gemini25pro,amd,pca_num32,0.817,2026-01-29 14:48:20,
german,xll,gemini25pro,amd_sym,pca_num32,0.899,2026-01-29 14:48:20,
german,xll,gemini25pro,amd_opt_sym,pca_num32,0.901,2026-01-29 14:48:20,
german,xlmr,gemini25pro,prt,random_num32,0.109,2026-01-29 14:48:25,
german,xlmr,gemini25pro,apd,random_num32,-0.144,2026-01-29 14:48:25,
german,xlmr,gemini25pro,amd,random_num32,0.275,2026-01-29 14:48:25,
german,xlmr,gemini25pro,amd_sym,random_num32,0.268,2026-01-29 14:48:25,
german,xlmr,gemini25pro,amd_opt_sym,random_num32,0.292,2026-01-29 14:48:25,
german,xlmr,gemini25pro,prt,pca_num32,0.059,2026-01-29 14:48:25,
german,xlmr,gemini25pro,apd,pca_num32,0.477,2026-01-29 14:48:25,
german,xlmr,gemini25pro,amd,pca_num32,0.254,2026-01-29 14:48:25,
german,xlmr,gemini25pro,amd_sym,pca_num32,0.293,2026-01-29 14:48:25,
german,xlmr,gemini25pro,amd_opt_sym,pca_num32,0.312,2026-01-29 14:48:25,
german,rembert,gemini25pro,prt,random_num32,0.503,2026-01-29 14:48:30,
german,rembert,gemini25pro,apd,random_num32,0.32,2026-01-29 14:48:30,
german,rembert,gemini25pro,amd,random_num32,0.351,2026-01-29 14:48:30,
german,rembert,gemini25pro,amd_sym,random_num32,0.403,2026-01-29 14:48:30,
german,rembert,gemini25pro,amd_opt_sym,random_num32,0.436,2026-01-29 14:48:30,
german,rembert,gemini25pro,prt,pca_num32,-0.271,2026-01-29 14:48:30,
german,rembert,gemini25pro,apd,pca_num32,0.464,2026-01-29 14:48:30,
german,rembert,gemini25pro,amd,pca_num32,0.253,2026-01-29 14:48:30,
german,rembert,gemini25pro,amd_sym,pca_num32,0.389,2026-01-29 14:48:30,
german,rembert,gemini25pro,amd_opt_sym,pca_num32,0.392,2026-01-29 14:48:30,
german,multilingual-e5,gemini25pro,prt,random_num32,0.305,2026-01-29 14:48:34,
german,multilingual-e5,gemini25pro,apd,random_num32,0.051,2026-01-29 14:48:34,
german,multilingual-e5,gemini25pro,amd,random_num32,0.275,2026-01-29 14:48:34,
german,multilingual-e5,gemini25pro,amd_sym,random_num32,0.298,2026-01-29 14:48:34,
german,multilingual-e5,gemini25pro,amd_opt_sym,random_num32,0.283,2026-01-29 14:48:34,
german,multilingual-e5,gemini25pro,prt,pca_num32,0.352,2026-01-29 14:48:34,
german,multilingual-e5,gemini25pro,apd,pca_num32,0.563,2026-01-29 14:48:34,
german,multilingual-e5,gemini25pro,amd,pca_num32,0.175,2026-01-29 14:48:34,
german,multilingual-e5,gemini25pro,amd_sym,pca_num32,0.274,2026-01-29 14:48:34,
german,multilingual-e5,gemini25pro,amd_opt_sym,pca_num32,0.263,2026-01-29 14:48:34,
