language,encoder,definition_gen_model,metric,space,spearman,timestamp,other
german,mmbert,gemini25pro,amd_sym,random_num1024,0.564,2026-01-29 14:29:06,
german,mmbert,gemini25pro,amd_opt_sym,random_num1024,0.585,2026-01-29 14:29:06,
german,mmbert,gemini25pro,prt,pca_num1024,0.022,2026-01-29 14:29:06,
german,mmbert,gemini25pro,apd,pca_num1024,0.417,2026-01-29 14:29:06,
german,mmbert,gemini25pro,amd,pca_num1024,0.53,2026-01-29 14:29:06,
german,mmbert,gemini25pro,amd_sym,pca_num1024,0.498,2026-01-29 14:29:06,
german,mmbert,gemini25pro,amd_opt_sym,pca_num1024,0.534,2026-01-29 14:29:06,
german,en,gemini25pro,prt,random_num1024,0.873,2026-01-29 14:29:11,
german,en,gemini25pro,apd,random_num1024,0.844,2026-01-29 14:29:11,
german,en,gemini25pro,amd,random_num1024,0.722,2026-01-29 14:29:11,
german,en,gemini25pro,amd_sym,random_num1024,0.878,2026-01-29 14:29:11,
german,en,gemini25pro,amd_opt_sym,random_num1024,0.872,2026-01-29 14:29:11,
german,en,gemini25pro,prt,pca_num1024,0.234,2026-01-29 14:29:11,
german,en,gemini25pro,apd,pca_num1024,0.702,2026-01-29 14:29:11,
german,en,gemini25pro,amd,pca_num1024,0.74,2026-01-29 14:29:11,
german,en,gemini25pro,amd_sym,pca_num1024,0.877,2026-01-29 14:29:11,
german,en,gemini25pro,amd_opt_sym,pca_num1024,0.874,2026-01-29 14:29:11,
german,german_GBERT,gemini25pro,prt,random_num1024,0.63,2026-01-29 14:29:17,
german,german_GBERT,gemini25pro,apd,random_num1024,0.66,2026-01-29 14:29:17,
german,german_GBERT,gemini25pro,amd,random_num1024,0.707,2026-01-29 14:29:17,
german,german_GBERT,gemini25pro,amd_sym,random_num1024,0.767,2026-01-29 14:29:17,
german,german_GBERT,gemini25pro,amd_opt_sym,random_num1024,0.768,2026-01-29 14:29:17,
german,german_GBERT,gemini25pro,prt,pca_num1024,-0.046,2026-01-29 14:29:17,
german,german_GBERT,gemini25pro,apd,pca_num1024,0.539,2026-01-29 14:29:17,
german,german_GBERT,gemini25pro,amd,pca_num1024,0.631,2026-01-29 14:29:17,
german,german_GBERT,gemini25pro,amd_sym,pca_num1024,0.675,2026-01-29 14:29:17,
german,german_GBERT,gemini25pro,amd_opt_sym,pca_num1024,0.676,2026-01-29 14:29:17,
swedish,xll,gemini25pro,prt,random_num1024,0.678,2026-01-29 14:29:24,
swedish,xll,gemini25pro,apd,random_num1024,0.756,2026-01-29 14:29:24,
swedish,xll,gemini25pro,amd,random_num1024,0.757,2026-01-29 14:29:24,
swedish,xll,gemini25pro,amd_sym,random_num1024,0.77,2026-01-29 14:29:24,
swedish,xll,gemini25pro,amd_opt_sym,random_num1024,0.769,2026-01-29 14:29:24,
swedish,xll,gemini25pro,prt,pca_num1024,0.049,2026-01-29 14:29:24,
swedish,xll,gemini25pro,apd,pca_num1024,0.093,2026-01-29 14:29:24,
swedish,xll,gemini25pro,amd,pca_num1024,0.755,2026-01-29 14:29:24,
swedish,xll,gemini25pro,amd_sym,pca_num1024,0.77,2026-01-29 14:29:24,
swedish,xll,gemini25pro,amd_opt_sym,pca_num1024,0.774,2026-01-29 14:29:24,
swedish,xlmr,gemini25pro,prt,random_num1024,-0.013,2026-01-29 14:29:32,
swedish,xlmr,gemini25pro,apd,random_num1024,0.49,2026-01-29 14:29:32,
swedish,xlmr,gemini25pro,amd,random_num1024,0.52,2026-01-29 14:29:32,
swedish,xlmr,gemini25pro,amd_sym,random_num1024,0.258,2026-01-29 14:29:32,
swedish,xlmr,gemini25pro,amd_opt_sym,random_num1024,0.285,2026-01-29 14:29:32,
swedish,xlmr,gemini25pro,prt,pca_num1024,0.056,2026-01-29 14:29:32,
swedish,xlmr,gemini25pro,apd,pca_num1024,-0.085,2026-01-29 14:29:32,
swedish,xlmr,gemini25pro,amd,pca_num1024,0.435,2026-01-29 14:29:32,
swedish,xlmr,gemini25pro,amd_sym,pca_num1024,0.182,2026-01-29 14:29:32,
swedish,xlmr,gemini25pro,amd_opt_sym,pca_num1024,0.235,2026-01-29 14:29:32,
swedish,rembert,gemini25pro,prt,random_num1024,0.235,2026-01-29 14:29:40,
swedish,rembert,gemini25pro,apd,random_num1024,0.229,2026-01-29 14:29:40,
swedish,rembert,gemini25pro,amd,random_num1024,0.455,2026-01-29 14:29:40,
swedish,rembert,gemini25pro,amd_sym,random_num1024,0.369,2026-01-29 14:29:40,
swedish,rembert,gemini25pro,amd_opt_sym,random_num1024,0.392,2026-01-29 14:29:40,
swedish,rembert,gemini25pro,prt,pca_num1024,0.324,2026-01-29 14:29:40,
swedish,rembert,gemini25pro,apd,pca_num1024,-0.007,2026-01-29 14:29:40,
swedish,rembert,gemini25pro,amd,pca_num1024,0.348,2026-01-29 14:29:40,
swedish,rembert,gemini25pro,amd_sym,pca_num1024,0.276,2026-01-29 14:29:40,
swedish,rembert,gemini25pro,amd_opt_sym,pca_num1024,0.321,2026-01-29 14:29:40,
swedish,multilingual-e5,gemini25pro,prt,random_num1024,0.147,2026-01-29 14:29:49,
swedish,multilingual-e5,gemini25pro,apd,random_num1024,0.411,2026-01-29 14:29:49,
swedish,multilingual-e5,gemini25pro,amd,random_num1024,0.35,2026-01-29 14:29:49,
swedish,multilingual-e5,gemini25pro,amd_sym,random_num1024,0.479,2026-01-29 14:29:49,
swedish,multilingual-e5,gemini25pro,amd_opt_sym,random_num1024,0.471,2026-01-29 14:29:49,
swedish,multilingual-e5,gemini25pro,prt,pca_num1024,0.275,2026-01-29 14:29:49,
swedish,multilingual-e5,gemini25pro,apd,pca_num1024,0.07,2026-01-29 14:29:49,
swedish,multilingual-e5,gemini25pro,amd,pca_num1024,0.306,2026-01-29 14:29:49,
swedish,multilingual-e5,gemini25pro,amd_sym,pca_num1024,0.353,2026-01-29 14:29:49,
swedish,multilingual-e5,gemini25pro,amd_opt_sym,pca_num1024,0.329,2026-01-29 14:29:49,
swedish,mmbert,gemini25pro,prt,random_num1024,0.007,2026-01-29 14:29:56,
swedish,mmbert,gemini25pro,apd,random_num1024,0.476,2026-01-29 14:29:56,
swedish,mmbert,gemini25pro,amd,random_num1024,0.573,2026-01-29 14:29:56,
swedish,mmbert,gemini25pro,amd_sym,random_num1024,0.477,2026-01-29 14:29:56,
swedish,mmbert,gemini25pro,amd_opt_sym,random_num1024,0.518,2026-01-29 14:29:56,
swedish,mmbert,gemini25pro,prt,pca_num1024,0.258,2026-01-29 14:29:56,
swedish,mmbert,gemini25pro,apd,pca_num1024,-0.073,2026-01-29 14:29:56,
swedish,mmbert,gemini25pro,amd,pca_num1024,0.505,2026-01-29 14:29:56,
swedish,mmbert,gemini25pro,amd_sym,pca_num1024,0.407,2026-01-29 14:29:56,
swedish,mmbert,gemini25pro,amd_opt_sym,pca_num1024,0.435,2026-01-29 14:29:56,
swedish,en,gemini25pro,prt,random_num1024,0.627,2026-01-29 14:30:04,
swedish,en,gemini25pro,apd,random_num1024,0.724,2026-01-29 14:30:04,
swedish,en,gemini25pro,amd,random_num1024,0.639,2026-01-29 14:30:04,
swedish,en,gemini25pro,amd_sym,random_num1024,0.761,2026-01-29 14:30:04,
swedish,en,gemini25pro,amd_opt_sym,random_num1024,0.762,2026-01-29 14:30:04,
swedish,en,gemini25pro,prt,pca_num1024,0.374,2026-01-29 14:30:04,
swedish,en,gemini25pro,apd,pca_num1024,-0.03,2026-01-29 14:30:04,
swedish,en,gemini25pro,amd,pca_num1024,0.615,2026-01-29 14:30:04,
swedish,en,gemini25pro,amd_sym,pca_num1024,0.77,2026-01-29 14:30:04,
swedish,en,gemini25pro,amd_opt_sym,pca_num1024,0.762,2026-01-29 14:30:04,
swedish,swedish_MegatronBERT,gemini25pro,prt,random_num1024,0.024,2026-01-29 14:30:12,
swedish,swedish_MegatronBERT,gemini25pro,apd,random_num1024,0.257,2026-01-29 14:30:12,
swedish,swedish_MegatronBERT,gemini25pro,amd,random_num1024,0.268,2026-01-29 14:30:12,
swedish,swedish_MegatronBERT,gemini25pro,amd_sym,random_num1024,0.105,2026-01-29 14:30:12,
swedish,swedish_MegatronBERT,gemini25pro,amd_opt_sym,random_num1024,0.135,2026-01-29 14:30:12,
swedish,swedish_MegatronBERT,gemini25pro,prt,pca_num1024,-0.279,2026-01-29 14:30:12,
swedish,swedish_MegatronBERT,gemini25pro,apd,pca_num1024,0.103,2026-01-29 14:30:12,
swedish,swedish_MegatronBERT,gemini25pro,amd,pca_num1024,0.199,2026-01-29 14:30:12,
swedish,swedish_MegatronBERT,gemini25pro,amd_sym,pca_num1024,0.087,2026-01-29 14:30:12,
swedish,swedish_MegatronBERT,gemini25pro,amd_opt_sym,pca_num1024,0.082,2026-01-29 14:30:12,
latin,xll,gemini25pro,prt,random_num1024,0.467,2026-01-29 14:30:25,
latin,xll,gemini25pro,apd,random_num1024,-0.035,2026-01-29 14:30:25,
latin,xll,gemini25pro,amd,random_num1024,0.033,2026-01-29 14:30:25,
latin,xll,gemini25pro,amd_sym,random_num1024,0.22,2026-01-29 14:30:25,
latin,xll,gemini25pro,amd_opt_sym,random_num1024,0.21,2026-01-29 14:30:25,
latin,xll,gemini25pro,prt,pca_num1024,0.036,2026-01-29 14:30:25,
latin,xll,gemini25pro,apd,pca_num1024,0.474,2026-01-29 14:30:25,
latin,xll,gemini25pro,amd,pca_num1024,0.021,2026-01-29 14:30:25,
latin,xll,gemini25pro,amd_sym,pca_num1024,0.227,2026-01-29 14:30:25,
latin,xll,gemini25pro,amd_opt_sym,pca_num1024,0.215,2026-01-29 14:30:25,
latin,xlmr,gemini25pro,prt,random_num1024,0.499,2026-01-29 14:30:36,
latin,xlmr,gemini25pro,apd,random_num1024,0.027,2026-01-29 14:30:36,
latin,xlmr,gemini25pro,amd,random_num1024,0.264,2026-01-29 14:30:36,
latin,xlmr,gemini25pro,amd_sym,random_num1024,0.324,2026-01-29 14:30:36,
latin,xlmr,gemini25pro,amd_opt_sym,random_num1024,0.35,2026-01-29 14:30:36,
latin,xlmr,gemini25pro,prt,pca_num1024,0.05,2026-01-29 14:30:36,
latin,xlmr,gemini25pro,apd,pca_num1024,0.499,2026-01-29 14:30:36,
latin,xlmr,gemini25pro,amd,pca_num1024,0.078,2026-01-29 14:30:36,
latin,xlmr,gemini25pro,amd_sym,pca_num1024,0.281,2026-01-29 14:30:36,
latin,xlmr,gemini25pro,amd_opt_sym,pca_num1024,0.278,2026-01-29 14:30:36,
latin,rembert,gemini25pro,prt,random_num1024,0.501,2026-01-29 14:30:48,
latin,rembert,gemini25pro,apd,random_num1024,-0.159,2026-01-29 14:30:48,
latin,rembert,gemini25pro,amd,random_num1024,0.165,2026-01-29 14:30:48,
latin,rembert,gemini25pro,amd_sym,random_num1024,0.297,2026-01-29 14:30:48,
latin,rembert,gemini25pro,amd_opt_sym,random_num1024,0.286,2026-01-29 14:30:48,
latin,rembert,gemini25pro,prt,pca_num1024,0.051,2026-01-29 14:30:48,
latin,rembert,gemini25pro,apd,pca_num1024,0.549,2026-01-29 14:30:48,
latin,rembert,gemini25pro,amd,pca_num1024,0.131,2026-01-29 14:30:48,
latin,rembert,gemini25pro,amd_sym,pca_num1024,0.318,2026-01-29 14:30:48,
latin,rembert,gemini25pro,amd_opt_sym,pca_num1024,0.343,2026-01-29 14:30:48,
latin,multilingual-e5,gemini25pro,prt,random_num1024,0.419,2026-01-29 14:30:59,
latin,multilingual-e5,gemini25pro,apd,random_num1024,0.274,2026-01-29 14:30:59,
latin,multilingual-e5,gemini25pro,amd,random_num1024,0.387,2026-01-29 14:30:59,
latin,multilingual-e5,gemini25pro,amd_sym,random_num1024,0.398,2026-01-29 14:30:59,
latin,multilingual-e5,gemini25pro,amd_opt_sym,random_num1024,0.438,2026-01-29 14:30:59,
latin,multilingual-e5,gemini25pro,prt,pca_num1024,0.204,2026-01-29 14:30:59,
latin,multilingual-e5,gemini25pro,apd,pca_num1024,0.414,2026-01-29 14:30:59,
latin,multilingual-e5,gemini25pro,amd,pca_num1024,0.043,2026-01-29 14:30:59,
latin,multilingual-e5,gemini25pro,amd_sym,pca_num1024,0.108,2026-01-29 14:30:59,
latin,multilingual-e5,gemini25pro,amd_opt_sym,pca_num1024,0.099,2026-01-29 14:30:59,
latin,mmbert,gemini25pro,prt,random_num1024,0.493,2026-01-29 14:31:10,
latin,mmbert,gemini25pro,apd,random_num1024,-0.073,2026-01-29 14:31:10,
latin,mmbert,gemini25pro,amd,random_num1024,0.203,2026-01-29 14:31:10,
latin,mmbert,gemini25pro,amd_sym,random_num1024,0.307,2026-01-29 14:31:10,
latin,mmbert,gemini25pro,amd_opt_sym,random_num1024,0.284,2026-01-29 14:31:10,
latin,mmbert,gemini25pro,prt,pca_num1024,-0.004,2026-01-29 14:31:10,
latin,mmbert,gemini25pro,apd,pca_num1024,0.488,2026-01-29 14:31:10,
latin,mmbert,gemini25pro,amd,pca_num1024,0.067,2026-01-29 14:31:10,
latin,mmbert,gemini25pro,amd_sym,pca_num1024,0.241,2026-01-29 14:31:10,
latin,mmbert,gemini25pro,amd_opt_sym,pca_num1024,0.214,2026-01-29 14:31:10,
latin,en,gemini25pro,prt,random_num1024,0.429,2026-01-29 14:31:23,
latin,en,gemini25pro,apd,random_num1024,0.135,2026-01-29 14:31:23,
latin,en,gemini25pro,amd,random_num1024,0.148,2026-01-29 14:31:23,
latin,en,gemini25pro,amd_sym,random_num1024,0.271,2026-01-29 14:31:23,
latin,en,gemini25pro,amd_opt_sym,random_num1024,0.24,2026-01-29 14:31:23,
latin,en,gemini25pro,prt,pca_num1024,-0.173,2026-01-29 14:31:23,
latin,en,gemini25pro,apd,pca_num1024,0.513,2026-01-29 14:31:23,
latin,en,gemini25pro,amd,pca_num1024,0.137,2026-01-29 14:31:23,
latin,en,gemini25pro,amd_sym,pca_num1024,0.273,2026-01-29 14:31:23,
latin,en,gemini25pro,amd_opt_sym,pca_num1024,0.248,2026-01-29 14:31:23,
latin,latin_BammanBurns,gemini25pro,prt,random_num1024,0.252,2026-01-29 14:31:34,
latin,latin_BammanBurns,gemini25pro,apd,random_num1024,-0.071,2026-01-29 14:31:34,
latin,latin_BammanBurns,gemini25pro,amd,random_num1024,0.18,2026-01-29 14:31:34,
latin,latin_BammanBurns,gemini25pro,amd_sym,random_num1024,0.264,2026-01-29 14:31:34,
latin,latin_BammanBurns,gemini25pro,amd_opt_sym,random_num1024,0.235,2026-01-29 14:31:34,
latin,latin_BammanBurns,gemini25pro,prt,pca_num1024,-0.108,2026-01-29 14:31:34,
latin,latin_BammanBurns,gemini25pro,apd,pca_num1024,0.29,2026-01-29 14:31:34,
latin,latin_BammanBurns,gemini25pro,amd,pca_num1024,0.176,2026-01-29 14:31:34,
latin,latin_BammanBurns,gemini25pro,amd_sym,pca_num1024,0.239,2026-01-29 14:31:34,
latin,latin_BammanBurns,gemini25pro,amd_opt_sym,pca_num1024,0.222,2026-01-29 14:31:34,
spanish,xll,gemini25pro,prt,random_num1024,0.633,2026-01-29 14:31:35,
spanish,xll,gemini25pro,apd,random_num1024,0.665,2026-01-29 14:31:35,
spanish,xll,gemini25pro,amd,random_num1024,0.663,2026-01-29 14:31:35,
spanish,xll,gemini25pro,amd_sym,random_num1024,0.649,2026-01-29 14:31:35,
spanish,xll,gemini25pro,amd_opt_sym,random_num1024,0.656,2026-01-29 14:31:35,
spanish,xll,gemini25pro,prt,pca_num1024,0.043,2026-01-29 14:31:35,
spanish,xll,gemini25pro,apd,pca_num1024,0.375,2026-01-29 14:31:35,
spanish,xll,gemini25pro,amd,pca_num1024,0.673,2026-01-29 14:31:35,
spanish,xll,gemini25pro,amd_sym,pca_num1024,0.658,2026-01-29 14:31:35,
spanish,xll,gemini25pro,amd_opt_sym,pca_num1024,0.664,2026-01-29 14:31:35,
spanish,xlmr,gemini25pro,prt,random_num1024,0.23,2026-01-29 14:31:37,
spanish,xlmr,gemini25pro,apd,random_num1024,0.246,2026-01-29 14:31:37,
spanish,xlmr,gemini25pro,amd,random_num1024,0.309,2026-01-29 14:31:37,
spanish,xlmr,gemini25pro,amd_sym,random_num1024,0.204,2026-01-29 14:31:37,
spanish,xlmr,gemini25pro,amd_opt_sym,random_num1024,0.266,2026-01-29 14:31:37,
spanish,xlmr,gemini25pro,prt,pca_num1024,0.15,2026-01-29 14:31:37,
spanish,xlmr,gemini25pro,apd,pca_num1024,0.204,2026-01-29 14:31:37,
spanish,xlmr,gemini25pro,amd,pca_num1024,0.293,2026-01-29 14:31:37,
spanish,xlmr,gemini25pro,amd_sym,pca_num1024,0.24,2026-01-29 14:31:37,
spanish,xlmr,gemini25pro,amd_opt_sym,pca_num1024,0.271,2026-01-29 14:31:37,
spanish,rembert,gemini25pro,prt,random_num1024,0.303,2026-01-29 14:31:38,
spanish,rembert,gemini25pro,apd,random_num1024,0.257,2026-01-29 14:31:38,
spanish,rembert,gemini25pro,amd,random_num1024,0.34,2026-01-29 14:31:38,
spanish,rembert,gemini25pro,amd_sym,random_num1024,0.321,2026-01-29 14:31:38,
spanish,rembert,gemini25pro,amd_opt_sym,random_num1024,0.334,2026-01-29 14:31:38,
spanish,rembert,gemini25pro,prt,pca_num1024,-0.049,2026-01-29 14:31:38,
spanish,rembert,gemini25pro,apd,pca_num1024,0.22,2026-01-29 14:31:38,
spanish,rembert,gemini25pro,amd,pca_num1024,0.317,2026-01-29 14:31:38,
spanish,rembert,gemini25pro,amd_sym,pca_num1024,0.311,2026-01-29 14:31:38,
spanish,rembert,gemini25pro,amd_opt_sym,pca_num1024,0.337,2026-01-29 14:31:38,
spanish,multilingual-e5,gemini25pro,prt,random_num1024,0.381,2026-01-29 14:31:40,
spanish,multilingual-e5,gemini25pro,apd,random_num1024,0.188,2026-01-29 14:31:40,
spanish,multilingual-e5,gemini25pro,amd,random_num1024,0.194,2026-01-29 14:31:40,
spanish,multilingual-e5,gemini25pro,amd_sym,random_num1024,0.222,2026-01-29 14:31:40,
spanish,multilingual-e5,gemini25pro,amd_opt_sym,random_num1024,0.218,2026-01-29 14:31:40,
spanish,multilingual-e5,gemini25pro,prt,pca_num1024,-0.069,2026-01-29 14:31:40,
spanish,multilingual-e5,gemini25pro,apd,pca_num1024,0.355,2026-01-29 14:31:40,
spanish,multilingual-e5,gemini25pro,amd,pca_num1024,0.314,2026-01-29 14:31:40,
spanish,multilingual-e5,gemini25pro,amd_sym,pca_num1024,0.298,2026-01-29 14:31:40,
spanish,multilingual-e5,gemini25pro,amd_opt_sym,pca_num1024,0.325,2026-01-29 14:31:40,
spanish,mmbert,gemini25pro,prt,random_num1024,0.276,2026-01-29 14:31:41,
spanish,mmbert,gemini25pro,apd,random_num1024,0.335,2026-01-29 14:31:41,
spanish,mmbert,gemini25pro,amd,random_num1024,0.455,2026-01-29 14:31:41,
spanish,mmbert,gemini25pro,amd_sym,random_num1024,0.294,2026-01-29 14:31:41,
spanish,mmbert,gemini25pro,amd_opt_sym,random_num1024,0.361,2026-01-29 14:31:41,
spanish,mmbert,gemini25pro,prt,pca_num1024,0.027,2026-01-29 14:31:41,
spanish,mmbert,gemini25pro,apd,pca_num1024,0.212,2026-01-29 14:31:41,
spanish,mmbert,gemini25pro,amd,pca_num1024,0.435,2026-01-29 14:31:41,
spanish,mmbert,gemini25pro,amd_sym,pca_num1024,0.302,2026-01-29 14:31:41,
spanish,mmbert,gemini25pro,amd_opt_sym,pca_num1024,0.35,2026-01-29 14:31:41,
spanish,en,gemini25pro,prt,random_num1024,0.643,2026-01-29 14:31:43,
spanish,en,gemini25pro,apd,random_num1024,0.711,2026-01-29 14:31:43,
spanish,en,gemini25pro,amd,random_num1024,0.657,2026-01-29 14:31:43,
spanish,en,gemini25pro,amd_sym,random_num1024,0.664,2026-01-29 14:31:43,
spanish,en,gemini25pro,amd_opt_sym,random_num1024,0.675,2026-01-29 14:31:43,
spanish,en,gemini25pro,prt,pca_num1024,0.058,2026-01-29 14:31:43,
spanish,en,gemini25pro,apd,pca_num1024,0.316,2026-01-29 14:31:43,
spanish,en,gemini25pro,amd,pca_num1024,0.665,2026-01-29 14:31:43,
spanish,en,gemini25pro,amd_sym,pca_num1024,0.671,2026-01-29 14:31:43,
spanish,en,gemini25pro,amd_opt_sym,pca_num1024,0.678,2026-01-29 14:31:43,
spanish,spanish_BERT_WWM,gemini25pro,prt,random_num1024,0.348,2026-01-29 14:31:44,
spanish,spanish_BERT_WWM,gemini25pro,apd,random_num1024,0.332,2026-01-29 14:31:44,
spanish,spanish_BERT_WWM,gemini25pro,amd,random_num1024,0.364,2026-01-29 14:31:44,
spanish,spanish_BERT_WWM,gemini25pro,amd_sym,random_num1024,0.337,2026-01-29 14:31:44,
spanish,spanish_BERT_WWM,gemini25pro,amd_opt_sym,random_num1024,0.359,2026-01-29 14:31:44,
spanish,spanish_BERT_WWM,gemini25pro,prt,pca_num1024,0.016,2026-01-29 14:31:44,
spanish,spanish_BERT_WWM,gemini25pro,apd,pca_num1024,0.287,2026-01-29 14:31:44,
spanish,spanish_BERT_WWM,gemini25pro,amd,pca_num1024,0.405,2026-01-29 14:31:44,
spanish,spanish_BERT_WWM,gemini25pro,amd_sym,pca_num1024,0.365,2026-01-29 14:31:44,
spanish,spanish_BERT_WWM,gemini25pro,amd_opt_sym,pca_num1024,0.377,2026-01-29 14:31:44,
chinese,xll,gemini25pro,prt,random_num1024,0.702,2026-01-29 14:31:45,
chinese,xll,gemini25pro,apd,random_num1024,0.734,2026-01-29 14:31:45,
chinese,xll,gemini25pro,amd,random_num1024,0.735,2026-01-29 14:31:45,
chinese,xll,gemini25pro,amd_sym,random_num1024,0.763,2026-01-29 14:31:45,
chinese,xll,gemini25pro,amd_opt_sym,random_num1024,0.766,2026-01-29 14:31:45,
chinese,xll,gemini25pro,prt,pca_num1024,-0.084,2026-01-29 14:31:45,
chinese,xll,gemini25pro,apd,pca_num1024,0.415,2026-01-29 14:31:45,
chinese,xll,gemini25pro,amd,pca_num1024,0.716,2026-01-29 14:31:45,
chinese,xll,gemini25pro,amd_sym,pca_num1024,0.754,2026-01-29 14:31:45,
chinese,xll,gemini25pro,amd_opt_sym,pca_num1024,0.758,2026-01-29 14:31:45,
chinese,xlmr,gemini25pro,prt,random_num1024,0.35,2026-01-29 14:31:46,
chinese,xlmr,gemini25pro,apd,random_num1024,0.419,2026-01-29 14:31:46,
chinese,xlmr,gemini25pro,amd,random_num1024,0.429,2026-01-29 14:31:46,
chinese,xlmr,gemini25pro,amd_sym,random_num1024,0.398,2026-01-29 14:31:46,
chinese,xlmr,gemini25pro,amd_opt_sym,random_num1024,0.403,2026-01-29 14:31:46,
chinese,xlmr,gemini25pro,prt,pca_num1024,0.287,2026-01-29 14:31:46,
chinese,xlmr,gemini25pro,apd,pca_num1024,0.217,2026-01-29 14:31:46,
chinese,xlmr,gemini25pro,amd,pca_num1024,0.437,2026-01-29 14:31:46,
chinese,xlmr,gemini25pro,amd_sym,pca_num1024,0.334,2026-01-29 14:31:46,
chinese,xlmr,gemini25pro,amd_opt_sym,pca_num1024,0.328,2026-01-29 14:31:46,
chinese,rembert,gemini25pro,prt,random_num1024,0.274,2026-01-29 14:31:47,
chinese,rembert,gemini25pro,apd,random_num1024,0.212,2026-01-29 14:31:47,
chinese,rembert,gemini25pro,amd,random_num1024,0.352,2026-01-29 14:31:47,
chinese,rembert,gemini25pro,amd_sym,random_num1024,0.263,2026-01-29 14:31:47,
chinese,rembert,gemini25pro,amd_opt_sym,random_num1024,0.231,2026-01-29 14:31:47,
chinese,rembert,gemini25pro,prt,pca_num1024,-0.169,2026-01-29 14:31:47,
chinese,rembert,gemini25pro,apd,pca_num1024,0.215,2026-01-29 14:31:47,
chinese,rembert,gemini25pro,amd,pca_num1024,0.334,2026-01-29 14:31:47,
chinese,rembert,gemini25pro,amd_sym,pca_num1024,0.273,2026-01-29 14:31:47,
chinese,rembert,gemini25pro,amd_opt_sym,pca_num1024,0.266,2026-01-29 14:31:47,
chinese,multilingual-e5,gemini25pro,prt,random_num1024,0.228,2026-01-29 14:31:47,
chinese,multilingual-e5,gemini25pro,apd,random_num1024,0.259,2026-01-29 14:31:47,
chinese,multilingual-e5,gemini25pro,amd,random_num1024,0.301,2026-01-29 14:31:47,
chinese,multilingual-e5,gemini25pro,amd_sym,random_num1024,0.272,2026-01-29 14:31:47,
chinese,multilingual-e5,gemini25pro,amd_opt_sym,random_num1024,0.273,2026-01-29 14:31:47,
chinese,multilingual-e5,gemini25pro,prt,pca_num1024,-0.039,2026-01-29 14:31:47,
chinese,multilingual-e5,gemini25pro,apd,pca_num1024,0.182,2026-01-29 14:31:47,
chinese,multilingual-e5,gemini25pro,amd,pca_num1024,0.21,2026-01-29 14:31:47,
chinese,multilingual-e5,gemini25pro,amd_sym,pca_num1024,0.278,2026-01-29 14:31:47,
chinese,multilingual-e5,gemini25pro,amd_opt_sym,pca_num1024,0.28,2026-01-29 14:31:47,
chinese,mmbert,gemini25pro,prt,random_num1024,0.349,2026-01-29 14:31:48,
chinese,mmbert,gemini25pro,apd,random_num1024,0.363,2026-01-29 14:31:48,
chinese,mmbert,gemini25pro,amd,random_num1024,0.452,2026-01-29 14:31:48,
chinese,mmbert,gemini25pro,amd_sym,random_num1024,0.352,2026-01-29 14:31:48,
chinese,mmbert,gemini25pro,amd_opt_sym,random_num1024,0.368,2026-01-29 14:31:48,
chinese,mmbert,gemini25pro,prt,pca_num1024,-0.337,2026-01-29 14:31:48,
chinese,mmbert,gemini25pro,apd,pca_num1024,0.29,2026-01-29 14:31:48,
chinese,mmbert,gemini25pro,amd,pca_num1024,0.462,2026-01-29 14:31:48,
chinese,mmbert,gemini25pro,amd_sym,pca_num1024,0.295,2026-01-29 14:31:48,
chinese,mmbert,gemini25pro,amd_opt_sym,pca_num1024,0.34,2026-01-29 14:31:48,
chinese,en,gemini25pro,prt,random_num1024,0.684,2026-01-29 14:31:49,
chinese,en,gemini25pro,apd,random_num1024,0.737,2026-01-29 14:31:49,
chinese,en,gemini25pro,amd,random_num1024,0.643,2026-01-29 14:31:49,
chinese,en,gemini25pro,amd_sym,random_num1024,0.709,2026-01-29 14:31:49,
chinese,en,gemini25pro,amd_opt_sym,random_num1024,0.711,2026-01-29 14:31:49,
chinese,en,gemini25pro,prt,pca_num1024,0.093,2026-01-29 14:31:49,
chinese,en,gemini25pro,apd,pca_num1024,0.316,2026-01-29 14:31:49,
chinese,en,gemini25pro,amd,pca_num1024,0.644,2026-01-29 14:31:49,
chinese,en,gemini25pro,amd_sym,pca_num1024,0.703,2026-01-29 14:31:49,
chinese,en,gemini25pro,amd_opt_sym,pca_num1024,0.713,2026-01-29 14:31:49,
chinese,chinese_RoBERTa_WWM,gemini25pro,prt,random_num1024,0.348,2026-01-29 14:31:50,
chinese,chinese_RoBERTa_WWM,gemini25pro,apd,random_num1024,0.629,2026-01-29 14:31:50,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd,random_num1024,0.692,2026-01-29 14:31:50,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd_sym,random_num1024,0.682,2026-01-29 14:31:50,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd_opt_sym,random_num1024,0.689,2026-01-29 14:31:50,
chinese,chinese_RoBERTa_WWM,gemini25pro,prt,pca_num1024,-0.179,2026-01-29 14:31:50,
chinese,chinese_RoBERTa_WWM,gemini25pro,apd,pca_num1024,0.261,2026-01-29 14:31:50,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd,pca_num1024,0.603,2026-01-29 14:31:50,
chinese,chinese_RoBERTa_WWM,gemini25pro,amd_sym,pca_num1024,0.548,2026-01-29 14:31:50,
